sexo,etnia,idade,estcivil,cidade,escolaridade,economia,profissao,renda,beneficio,comunicacao,celular,internet,acesso,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,literacia,scores
2,1,39,2,Maringá,5,4,Consultor de sistemas,5,9,Internet,1,2,"Celular, Notebook",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,1,32,1,Londrina,5,3,Advogada,2,9,Internet,1,1,"Computador, Celular",4,5,4,4,4,4,4,3,3,2,3.7,-0.133897797
1,2,39,2,Faxinal PR,2,3,Secretaria,1,9,Internet,1,1,Celular,4,4,4,4,4,4,4,4,5,5,4.2,0.592213151
1,1,37,2,Faxinal,3,1,Do lar,2,1,"TV, Rádio, Internet",1,1,Celular,5,4,4,4,4,4,4,4,4,4,4.1,0.335292996
2,1,24,1,Londrina ,3,3,Estudante ,2,9,Internet,1,1,Celular,5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,3,33,1,Faxinal-PR ,4,4,Funcionária pública ,2,9,Internet,1,1,Celular,1,4,3,3,3,3,4,3,3,3,3,-0.461629008
1,2,39,2,Faxinal PR,2,3,Secretaria,1,9,Internet,1,1,Celular,4,4,4,4,4,4,4,5,5,5,4.3,0.766182858
1,1,29,2,Faxinal ,3,2,Cabeleira ,2,9,Internet,1,1,Celular,2,4,4,4,4,4,4,4,4,4,3.8,0.335292996
1,1,37,2,Faxinal,3,4,TEC em enfermagem,2,9,Internet,1,1,Celular,4,4,4,4,4,4,4,4,4,4,4,0.335292996
2,1,37,1,Curitiba,4,2,Contador,3,9,Internet,1,1,Celular,2,4,3,2,2,2,2,2,4,2,2.5,-1.058056196
2,1,52,2,Londrina,4,4,Professor ,4,9,"TV, Internet",1,1,Celular,3,4,3,2,3,3,4,4,4,4,3.4,-0.314774322
1,1,33,1,Passo Fundo,5,2,Arquiteta e Urbanista,5,9,"TV, Internet",1,1,Celular,2,4,3,2,3,4,4,3,3,2,3,-0.485353256
1,3,39,2,Faxinal_Pr,3,3,Administradora,3,9,Internet,1,1,"Computador, Celular, Notebook",5,5,4,4,4,5,5,4,5,5,4.6,0.973471252
1,1,52,3,Faxinal,5,4,Medica,5,9,"TV, Rádio, Internet",1,1,"Computador, Celular",5,4,4,4,4,4,4,4,4,4,4.1,0.335292996
1,3,37,2,Mauá da Serra ,3,4,Agricultura,2,9,Internet,1,1,Celular,2,3,2,2,3,2,3,4,4,2,2.7,-0.720619072
2,4,35,3,Curitiba,4,4,Supervisor de logística,3,9,Internet,1,1,"Computador, Celular",3,4,3,3,3,4,4,4,5,4,3.7,0.001719889
2,1,55,2,Curitiba PR,3,4,Técnico de Segurança do trabalho,4,9,"TV, Internet",1,1,"Computador, Celular",3,4,4,4,4,4,4,4,4,4,3.9,0.335292996
1,1,15,1,Ortigueira,2,2,Nenhuma ,1,9,Internet,1,1,"Computador, Celular",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,3,37,2,Maua da serra Paraná ,3,4,Agricultura ,2,9,Internet,1,1,Celular,2,3,3,3,3,3,3,4,4,2,3,-0.495879054
1,1,30,2,Faxinal PR,2,2,Serviço gerais,1,9,Internet,1,1,Celular,1,3,3,3,3,2,2,2,4,2,2.5,-0.898660446
2,2,28,1,Maringá,5,2,personal trainer e fisioterapeuta,2,9,Internet,1,1,Celular,3,5,4,4,4,4,4,4,4,4,4,0.335292996
2,1,37,2,Curitiba,5,4,Empresário,4,9,Internet,1,1,Celular,3,5,4,2,2,4,2,2,2,1,2.7,-0.952856342
2,1,22,1,Cafeara,3,3,Estagiário ,1,9,Internet,1,1,"Celular, Notebook",4,3,3,3,3,3,3,3,3,3,3.1,-0.579124686
1,1,36,3,Faxinal ,3,2,Técnico de enfermagem ,2,9,"TV, Rádio, Internet",1,1,"Celular, Notebook",5,4,4,4,4,4,4,4,4,4,4.1,0.335292996
1,1,35,2,Ortigueira,5,3,Farmacêutica,3,9,Internet,1,1,Celular,3,4,4,4,4,4,4,4,4,3,3.8,0.209744825
1,3,45,2,Sarandi Paraná ,3,4,Cozinheira ,2,9,"Jornal Escrito e/ou Revistas, TV",1,1,Celular,1,3,3,3,2,2,2,2,1,1,2,-1.190570155
2,1,15,1,Faxinal- Pr,1,1,Estudante ,1,9,"TV, Internet",1,1,Celular,5,5,3,3,3,4,4,3,2,3,3.5,-0.386680397
2,1,43,2,Londrina,5,4,Professor de educação física,3,9,"Rádio, Internet",1,1,"Celular, Notebook",4,4,4,4,4,3,5,5,4,4,4.1,0.501548694
1,3,22,1,Londrina ,3,1,Estudante ,1,9,"TV, Internet",1,1,"Computador, Celular",5,5,4,4,4,5,5,5,3,2,4.2,0.692166599
1,1,50,2,Faxinal parana,4,4,Pedagoga,2,3,Internet,1,1,Celular,4,4,4,3,4,4,4,4,4,4,3.9,0.162303194
2,3,15,1,Faxinal,2,1,Estudante,1,9,"TV, Internet",1,1,"Computador, Celular",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
2,1,16,1,Faxinal,2,1,Estudante,1,9,Internet,1,1,Celular,4,5,4,4,4,4,4,4,4,4,4.1,0.335292996
1,1,65,4,Faxinal Pr,3,3,Do lar ,1,9,TV,1,1,Celular,5,4,4,4,4,2,2,2,2,2,3.1,-0.773168114
2,1,45,2,Maringá,2,3,Vendedor,3,9,Internet,1,1,"Celular, Notebook",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,2,50,2,Praia grande,5,2,Psicanalista,1,9,"Jornal Escrito e/ou Revistas, TV, Rádio, Internet",1,1,"Tablet, Celular, Notebook",4,4,4,4,4,4,4,4,4,4,4,0.335292996
1,1,15,1,Arapongas,1,1,Nenhuma,1,9,Internet,1,1,Celular,3,3,4,3,4,4,3,3,4,2,3.3,-0.333813354
1,1,59,2,Faxinal  Pr,5,2,Professora/Pedagoga,3,9,Internet,1,1,"Computador, Celular",1,5,1,5,5,5,5,5,5,4,4.1,1.039328287
2,1,15,1,Faxinal,1,1,Estudante ,1,9,Internet,1,1,Celular,5,5,3,4,3,3,2,3,2,4,3.4,-0.595596065
2,1,15,1,Faxinal pr,1,1,Estudante ,1,9,Internet,1,1,"Computador, Celular",5,4,2,3,3,2,3,3,3,4,3.2,-0.670962057
1,3,32,3,Cambé,2,2,Vendedora,2,9,Internet,1,1,Celular,5,5,3,3,3,3,2,3,1,1,2.9,-0.906021302
1,1,46,2,Londrina Pr,3,1,Do lar,1,9,Internet,1,1,Celular,3,4,3,3,3,3,3,3,3,3,3.1,-0.579124686
2,1,40,2,São Paulo ,5,4,Gerente de Operações,5,9,"Rádio, Internet",1,1,"Computador, Celular, Notebook",4,5,4,4,4,5,4,4,4,4,4.2,0.586053493
1,3,24,1,Maringá ,5,1,Cirurgiã-dentista ,1,9,Internet,1,1,Celular,4,5,3,3,3,3,3,3,4,3,3.4,-0.532794949
1,1,65,2,Londrina,1,3,Aposentada,2,2,"Jornal Escrito e/ou Revistas, Internet",1,1,Celular,5,5,4,4,4,4,4,4,3,4,4.1,0.238294813
2,1,54,2,Londrina,5,4,Pastor,5,9,"TV, Internet",1,1,"Celular, Notebook",5,5,4,4,4,4,4,4,5,4,4.3,0.442805533
1,1,31,1,CASCAVEL,5,4,TÉCNICO ADMINISTRATIVO,2,9,Internet,1,1,"Computador, Celular, Notebook",1,3,4,4,4,4,4,4,4,1,3.3,-0.007454068
1,1,37,2,Maringá ,5,1,Nutricionista ,1,9,Internet,1,1,Celular,1,4,4,4,4,4,4,4,4,4,3.7,0.335292996
1,4,50,2,Arapongas,4,2,Artesã e massotwrapeuta,2,9,Internet,1,1,Celular,3,4,3,2,1,1,1,1,4,1,2.1,-1.639468107
1,3,27,2,Faxinal,3,2,Empregada doméstica,2,1,Internet,1,1,Celular,5,5,5,4,5,5,5,5,5,5,4.9,1.401305793
1,3,23,1,Cascavel,5,2,Professora,3,9,Internet,1,1,"Tablet, Celular, Notebook",3,4,4,4,3,3,3,4,4,3,3.5,-0.297778466
1,1,32,3,Araucária,5,4,Professora,4,9,"TV, Internet",1,1,"Celular, Notebook",3,4,3,4,4,4,4,5,5,4,4,0.551860205
1,1,42,2,Londrina ,4,1,Enfermeira,3,9,Internet,1,1,"Celular, Notebook",5,4,4,4,4,2,2,4,1,1,3.1,-0.700524971
1,1,20,1,Maringá,3,1,Estudante,1,9,"TV, Internet",1,1,"Celular, Notebook",4,4,4,4,4,4,4,4,4,4,4,0.335292996
2,1,32,1,Londrina,5,2,Analista de sistemas,2,9,Internet,1,1,"Celular, Notebook",3,3,2,2,2,2,3,3,2,2,2.4,-0.982468591
1,1,15,1,Faxinal,2,3,Lojista,1,9,Internet,1,1,"Celular, Notebook",4,5,5,3,4,4,4,3,4,3,3.9,-0.010208821
2,1,49,2,Araucaria - PR,5,4,Assistente Administrativo,5,9,TV,1,1,Computador,4,5,2,2,3,3,3,3,2,3,3,-0.736255915
2,1,51,2,Sao joao do triunfo,5,4,Professor,3,9,Internet,1,1,Celular,5,4,4,4,4,4,4,4,4,3,4,0.209744825
1,1,55,2,TURVO PR,5,3,PROFESSORA,3,9,"Jornal Escrito e/ou Revistas, TV, Rádio, Internet",1,1,"Computador, Celular, Notebook",5,5,4,4,4,3,3,3,4,2,3.7,-0.370455537
1,1,15,1,Faxinal,2,1,Nao trabalho ,1,9,Internet,1,1,Celular,5,4,4,4,4,5,4,3,4,5,4.2,0.498436541
1,1,33,2,Diamante do Sul,5,4,Professora,3,9,Internet,1,1,"Celular, Notebook",5,5,3,4,5,4,5,4,3,3,4.1,0.491068668
1,1,27,1,Maringá,5,3,Biomédica,2,9,Internet,1,1,Celular,5,5,5,5,5,5,5,5,5,5,5,1.632261366
1,1,30,2,Goioxim,4,2,Professora,3,9,Internet,1,1,"Celular, Notebook",4,4,3,4,4,4,4,3,3,3,3.6,-0.131964975
1,1,47,2,Londrina,5,2,Analista de sistemas ,2,9,"Jornal Escrito e/ou Revistas, TV, Internet",1,1,"Computador, Celular, Notebook",4,5,4,4,4,4,4,3,2,4,3.8,-0.020932167
2,1,34,2,Maringá ,4,2,Autônomo ,5,9,Internet,1,1,"Computador, Tablet, Celular, Notebook",2,4,3,2,2,2,3,4,4,1,2.7,-0.825130903
2,1,54,3,Alta Floresta MT ,4,4,Engenheiro civil ,5,9,"Rádio, Internet",1,1,"Computador, Celular, Notebook",5,4,2,2,4,4,4,4,4,2,3.5,-0.267426082
1,1,39,2,Curitiba,5,4,Servidor público,4,9,Internet,1,1,"Celular, Notebook",3,4,5,5,5,5,5,5,4,4,4.5,1.303448065
2,1,29,2,Corbélia,5,4,Servidor público municipal,3,9,Internet,1,1,Celular,3,5,3,3,3,3,3,3,4,3,3.3,-0.532794949
1,1,38,2,Faxinal,4,2,Advogada,3,9,"TV, Internet",1,1,"Celular, Notebook",2,4,4,3,4,4,4,2,2,2,3.1,-0.39439987
2,1,48,2,londrina,4,4,Tecnologo,3,9,"Jornal Escrito e/ou Revistas, Internet",1,1,"Computador, Celular, Notebook",2,3,2,2,2,2,2,3,3,2,2.3,-1.064245561
1,2,20,1,Faxinal,3,1,Estudante,1,9,Internet,1,1,Celular,3,5,3,4,4,3,2,4,4,2,3.4,-0.438932907
2,1,56,2,Londrina ,4,4,Técnico em edificações,5,9,Internet,1,1,Celular,4,5,4,4,3,4,4,4,3,4,3.9,0.050759404
1,2,57,2,Paranavaí,5,2,Professora,3,9,Internet,1,1,"Celular, Notebook",4,5,5,5,5,5,5,4,4,4,4.6,1.123183672
1,1,65,4,Matelândia ,5,2,Aposentada,5,9,Internet,1,1,Celular,2,4,4,4,4,3,3,4,3,3,3.4,-0.249918018
1,1,56,2,Londrina,2,2,Autônoma ,2,9,TV,1,1,Celular,3,4,3,3,3,3,3,2,4,2,3,-0.682253146
1,3,24,2,Guaravera,3,2,Vendedora,2,9,Internet,1,1,Celular,3,4,3,3,3,4,3,4,2,2,3.1,-0.474116915
1,1,32,2,Mercedes,4,4,Professora Tutora,2,9,Internet,1,1,Celular,5,5,4,4,4,4,4,3,3,4,4,0.036241136
2,1,33,1,Maringá ,5,3,Pesquisador,3,9,Internet,1,1,"Celular, Notebook",1,4,4,4,4,4,4,4,4,4,3.7,0.335292996
2,1,48,2,Apucarana,4,4,Secretário Municipal de Finanças,3,9,Internet,1,1,Celular,1,2,2,2,4,2,2,2,2,2,2.1,-1.03146173
1,1,44,2,Londrina,2,3,Secretaria,2,9,Internet,1,1,Celular,5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,1,26,2,Londrina,3,3,Diarista,2,1,TV,1,1,Celular,3,4,3,5,4,4,2,3,3,4,3.5,-0.204663608
2,1,34,2,Orlando,5,4,Pastor,3,9,Internet,1,1,"Tablet, Celular, Notebook",3,4,5,5,5,5,5,5,5,5,4.7,1.632261366
1,1,53,2,Guaraniaçu PR,5,3,Pedagoga,3,9,Jornal Escrito e/ou Revistas,1,1,Celular,1,3,3,4,4,3,3,4,3,3,3.1,-0.309489532
2,1,49,2,Londrina,3,4,Auxiliar Administrativo,3,9,"TV, Internet",1,1,"Celular, Notebook",2,5,4,4,4,4,4,4,4,4,3.9,0.335292996
1,1,67,2,Londrina,3,2,Professora aposentada,2,9,Internet,1,1,"Tablet, Celular",4,4,4,4,4,4,4,4,4,4,4,0.335292996
2,1,42,3,Mandaguari,4,2,Radialista,3,9,Internet,1,1,Celular,4,4,3,3,3,4,4,3,4,4,3.6,-0.218564332
1,1,43,1,Ponta Grossa ,5,2,Professora ,4,9,"Rádio, Internet",1,1,"Tablet, Celular, Notebook",4,4,3,3,3,2,2,5,5,2,3.3,-0.450193469
1,2,35,1,Paranavaí,5,2,Professora ,3,9,Internet,1,1,Celular,5,5,3,3,3,4,4,4,4,4,3.9,-0.08312916
2,1,32,2,Apucarana- Pr ,5,4,Pastor ,4,9,"TV, Internet",1,1,"Celular, Notebook",4,5,4,4,4,4,4,3,3,4,3.9,0.036241136
1,1,31,2,Faxinal ,3,4,Acs,2,9,Internet,1,1,Celular,5,5,5,5,5,5,5,5,5,5,5,1.632261366
1,1,46,1,Cascavel,5,4,Professora,5,9,"TV, Internet",1,1,"Computador, Celular",5,5,4,4,4,4,4,4,3,3,4,0.120461091
2,1,51,2,Ortigueira pr,3,4,agente comunitario de saúde,2,9,"TV, Internet",1,1,Celular,3,4,4,2,3,2,3,3,4,2,3,-0.713101847
2,1,51,2,ortigueira pr,3,4,agente comunitario de saude,2,9,"TV, Internet",1,1,Celular,4,5,2,3,2,2,2,2,4,2,2.8,-1.02963815
1,1,32,2,Londrina,3,4,Empresária - gerente de produção ,4,9,Internet,1,1,Celular,1,4,4,4,4,4,4,4,4,2,3.5,0.114933537
2,1,49,2,Londrina,3,4,Empresário,3,9,Internet,1,1,"Computador, Celular",5,5,4,4,4,3,4,4,4,4,4.1,0.072091933
1,1,60,2,Porto Velho,4,4,Contador,5,9,Internet,1,1,Celular,3,5,3,3,4,4,3,3,3,3,3.4,-0.381161212
1,1,50,2,Matelândia ,5,2,Professora ,5,9,"Jornal Escrito e/ou Revistas, TV, Rádio, Internet",1,1,"Celular, Notebook",5,5,5,4,4,4,4,4,3,4,4.2,0.358956857
1,1,66,1,Porto Velho,4,2,Farmacêutica,5,9,Internet,1,1,"Computador, Celular",3,4,5,5,5,4,4,5,5,5,4.5,1.094352828
1,1,38,2,Faxinal ,4,4,Professora,3,9,"TV, Internet",1,1,"Computador, Celular",5,5,3,3,4,4,4,3,4,4,3.9,-0.095507168
1,1,15,1,Faxinal ,1,1,Nenhuma ,1,9,"TV, Internet",1,1,Celular,3,4,2,2,2,2,3,3,3,3,2.7,-0.877433697
1,1,53,2,matelandia,5,4,professora,4,9,"TV, Rádio, Internet",1,1,"Computador, Celular, Notebook",5,5,4,4,4,3,4,4,3,3,3.9,-0.085110541
2,3,40,2,Faxinal,5,4,Bioquimico,5,9,Internet,1,1,Celular,3,3,3,4,4,4,4,4,4,3,3.6,0.111475322
1,4,15,1,Faxinal,2,1,Estudante,1,9,"TV, Internet",1,1,"Computador, Celular, Notebook",3,3,3,3,3,4,4,3,3,3,3.2,-0.343991428
2,3,74,2,Belem do pará,4,4,Engenheiro,5,9,Internet,1,1,"Computador, Celular",3,5,4,4,4,4,4,4,4,4,4,0.335292996
2,4,25,1,Londrina,4,2,Enfermeiro,2,9,Internet,1,1,Celular,5,5,3,4,4,4,4,3,3,4,3.9,-0.045643088
1,3,55,2,Porto Velho,4,3,Servidora publica Téc em Contabilidade,4,9,Internet,1,1,Celular,4,5,4,4,4,3,4,4,4,4,4,0.072091933
1,1,20,1,Londrina PR,3,1,Estudante ,1,9,Internet,1,1,Celular,2,4,3,3,4,4,4,4,4,3,3.5,-0.028838047
1,1,27,1,Cascavel,5,3,secretária,3,9,Internet,1,1,Celular,5,5,5,5,5,5,5,5,5,5,5,1.632261366
1,1,65,1,Matelândia ,5,4,Professora,4,9,Internet,1,1,"Celular, Notebook",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,1,28,1,Piên,5,2,contador,4,9,Internet,1,1,Celular,3,4,3,4,4,4,4,4,4,2,3.6,0.021178325
2,1,42,2,Londrina,4,4,Analista de negócios,3,9,Internet,1,1,"Computador, Celular, Notebook",5,1,4,4,4,5,5,5,5,4,4.2,1.011942712
1,1,34,2,Faxinal Parana,3,2,Empresaria,3,9,Internet,1,1,Celular,3,4,4,4,4,4,3,3,4,3,3.6,-0.175898954
2,1,33,1,Foz do Iguaçu ,4,2,Autônomo ,4,9,Internet,1,1,Celular,5,5,4,4,4,4,4,4,4,5,4.3,0.495437281
2,1,15,1,Faxinal- Pr,1,1,Estudante ,1,9,"Jornal Escrito e/ou Revistas, TV, Internet",1,1,"Computador, Celular",5,5,3,4,4,4,4,3,3,3,3.8,-0.131964975
1,1,40,2,Ortigueira  Paraná ,2,4,Confeiteira autônoma ,2,9,Internet,1,1,Celular,3,5,4,4,4,3,4,4,4,2,3.7,-0.093500047
1,1,28,1,Maringá ,5,3,Psicóloga ,3,9,Internet,1,1,"Computador, Celular, Notebook",4,4,3,4,5,5,5,4,4,2,4,0.670321654
1,1,29,2,Faxinal Pr ,3,2,Servidor público ,2,9,Internet,1,1,Celular,4,4,4,4,4,4,4,4,3,3,3.8,0.120461091
2,3,23,1,Maringá ,4,2,Artista ,2,9,Internet,1,1,Computador,1,5,1,5,4,4,5,4,5,2,3.6,0.420952737
2,3,30,1,Faxinal ,4,2,Professor e Técnico em enfermagem ,3,9,"TV, Internet",1,1,Celular,5,5,3,3,3,4,4,3,3,4,3.7,-0.275951339
2,1,43,1,Mercedes,5,2,Professor,4,9,Internet,1,1,Celular,4,5,3,4,4,4,4,5,5,4,4.2,0.551860205
2,4,55,3,Londrina/Pr,5,2,Militar,3,9,Internet,1,1,"Celular, Notebook",3,5,4,4,4,4,4,4,4,3,3.9,0.209744825
1,1,57,2,Londrina ,3,3,Vendedora,3,9,Internet,1,1,Celular,3,4,4,4,4,4,4,4,4,4,3.9,0.335292996
1,1,50,2,Porto Velho ,5,3,Funcionária pública ,3,9,"TV, Internet",1,1,"Computador, Celular, Notebook",3,4,4,3,3,3,3,3,3,3,3.2,-0.526321205
1,1,37,2,Cascavel,5,3,Professora,2,9,"TV, Internet",1,1,"Computador, Celular",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,1,56,2,Maringá ,4,3,Secretária,3,9,TV,1,1,Celular,2,4,4,4,4,4,4,3,3,3,3.5,-0.056549841
1,1,45,2,Londrina ,4,4,Administrador,5,9,Internet,1,1,Celular,4,4,3,3,3,3,3,3,3,3,3.2,-0.579124686
2,1,18,1,Faxinal PR,3,2,Agricultura,1,9,Internet,1,1,Celular,5,4,4,5,3,4,4,4,4,4,4.1,0.307724971
1,1,37,2,Faxinal Pr,3,3,agente comunitaria de saude,2,9,Internet,1,1,Celular,4,4,4,4,4,4,4,4,4,4,4,0.335292996
2,4,44,2,Londrina,3,4,Vigilante,3,9,Internet,1,1,"Computador, Celular",5,5,4,4,4,5,4,4,5,4,4.4,0.670769823
1,1,40,2,Faxinal-PR ,2,4,Serviço gerais ,2,9,Internet,1,1,Celular,5,4,4,3,3,3,3,3,3,3,3.4,-0.526321205
1,1,50,2,Ortigueira parana,4,2,Agente comunitario dr saude,2,9,"TV, Internet",1,2,Celular,5,5,4,5,5,5,5,5,4,3,4.6,1.070247645
2,1,24,1,São Pedro do Ivaí ,4,2,Operador de fermentação ,3,9,Internet,1,1,Celular,3,3,3,4,4,4,4,4,4,4,3.7,0.22863719
2,1,22,1,Passo fundo,3,3,Estudante,2,9,Internet,1,1,"Celular, Notebook",5,5,4,2,2,2,2,4,5,3,3.4,-0.67526087
1,3,53,2,Londrina,5,4,Professora,3,9,Internet,1,1,Celular,4,3,3,3,3,4,4,3,3,2,3.2,-0.40923029
1,1,21,1,Maringá,3,1,Estudante ,1,9,Internet,1,1,Celular,5,4,3,3,3,4,4,4,4,3,3.7,-0.16455289
1,1,21,1,Maringá,3,1,Estudante,3,9,Internet,1,1,"Celular, Notebook",3,4,3,5,5,4,4,5,4,4,4.1,0.751908459
1,1,20,1,Maringá,3,1,Estudante,1,9,Internet,1,1,Celular,5,5,4,4,4,2,2,2,3,2,3.3,-0.73297485
1,4,54,3,Londrina ,5,4,Professora ,4,9,"TV, Internet",1,1,"Celular, Notebook",4,4,4,4,4,4,4,4,3,4,3.9,0.238294813
1,1,20,1,Maringá,3,1,Estudante,3,9,Internet,1,1,Celular,3,4,3,4,4,3,3,3,2,2,3.1,-0.517691967
1,1,21,1,Maringá ,3,1,Estudante ,1,9,Internet,1,1,"Celular, Notebook",3,4,3,4,4,4,4,4,4,3,3.7,0.111475322
1,1,19,1,Cianorte ,3,1,Estudante,2,9,Internet,1,1,Celular,4,4,3,3,3,2,4,3,2,2,3,-0.665514354
1,3,23,1,Maringá ,3,1,Estudante ,3,9,"TV, Internet",1,1,"Celular, Notebook",2,3,5,5,5,5,5,5,5,1,4.1,1.059141514
1,4,44,2,Porecatu ,5,2,Professora ,3,9,TV,1,1,"Celular, Notebook",4,4,3,3,3,3,3,3,4,3,3.3,-0.532794949
1,1,41,2,RBI,5,2,Professora,1,9,"TV, Internet",1,1,"Computador, Celular",4,4,4,4,4,4,4,4,4,4,4,0.335292996
2,1,53,2,Praia Grande,5,4,Bancário,5,9,Internet,1,1,"Celular, Notebook",4,5,4,4,4,3,4,4,4,4,4,0.072091933
